,annotation,content,user
18535,"{'notes': '', 'label': ['0']}", What do you think JUstin?,fnotcool
18536,"{'notes': '', 'label': ['0']}", If you were given $100  would you spend it  or save it?,nihilistictweet
18537,"{'notes': '', 'label': ['0']}", Did u know the sky is blue :O unless u get all scientific and say its back ~_~,WilliamKr8er
18538,"{'notes': '', 'label': ['0']}", chest hair mean hair on chest ?  (-_-)?,hollyhox
18539,"{'notes': '', 'label': ['0']}", Joiieeeee:) I LaLaLovee Youu  <3,Marcy82
18540,"{'notes': '', 'label': ['0']}",  Hola! :],agkdesign
18541,"{'notes': '', 'label': ['0']}",  Not a guy! haha maybe a cheerleader haha jkjk!,skula
18542,"{'notes': '', 'label': ['0']}", What do you usually drink during dinner?,JeffReidAZ
18543,"{'notes': '', 'label': ['0']}", Alexisssss! Fukk thozz haters ma! they dumb they aint gona do shtt to you!!!!! they meet hell they decide 2 touchhh yyyyou. i love you<3333 -Remz,midalioness7
18544,"{'notes': '', 'label': ['0']}", most hated movies?,letmeinlt
18545,"{'notes': '', 'label': ['0']}",  listen. duh? hahaha,rheaaa
18546,"{'notes': '', 'label': ['0']}", Let&;s get married?,underexpose
18547,"{'notes': '', 'label': ['0']}",  you! :],emily_jeanne
18548,"{'notes': '', 'label': ['0']}",  Nahh i dont think so. i like my privacy too much ;),cbarrett
18549,"{'notes': '', 'label': ['0']}",  HUH?,CubanaLAF
18550,"{'notes': '', 'label': ['0']}",  Texas!!&amp;Yuh hun?! xox,LadyLTattoos
18551,"{'notes': '', 'label': ['0']}",  are you serious??? does she have a myspace im very confused  ill unlock my old picture album on my myspace  pics from 2 years ago  go look  and they are in photo bucket? send me a link please.,skula
18552,"{'notes': '', 'label': ['0']}",  HAHAHAHA TEACHIN HIM how to ur his stickshift Mwhahahahahaha! i llalala love you best frann!,whitedovetweets
18553,"{'notes': '', 'label': ['0']}",  Smiling at them. It seems to work pretty well. :],traryn
18554,"{'notes': '', 'label': ['0']}", being fake has nothing to do with your looks,MSwagg
18555,"{'notes': '', 'label': ['0']}", Would you rather get up early or sleep late?,casablancadonna
18556,"{'notes': '', 'label': ['0']}", My life can only be perfect if ___________.,punkrockinsmurf
18557,"{'notes': '', 'label': ['0']}",  Never been to either. SO idk yet :],DreaNicole
18558,"{'notes': '', 'label': ['0']}", Enlighten me....,Vitsippa
18559,"{'notes': '', 'label': ['0']}", ! w@n+ yUh t@ m@k3 m3 $w3@+,Marcy82
18560,"{'notes': '', 'label': ['0']}",  kroger babay. its soooo better than walmart.,bbbbryony
18561,"{'notes': '', 'label': ['0']}",  how do you no that??,nopparat
18562,"{'notes': '', 'label': ['0']}",  Vanilla,RxBLogan
18563,"{'notes': '', 'label': ['0']}",  <3 hahahahhahah thakssssssssssssss,Brknsoul
18564,"{'notes': '', 'label': ['0']}", Have you ever hated that you loved someone? >.<,iAM_AshleyMarie
18565,"{'notes': '', 'label': ['0']}", Peter Pan or Captain Hook u2013 who is cooler?,TamaraLMoore
18566,"{'notes': '', 'label': ['0']}", what do you cook best?,katielreed
18567,"{'notes': '', 'label': ['0']}", xdfcvghjkl,cmesplana
18568,"{'notes': '', 'label': ['0']}",  M!,tonylucente
18569,"{'notes': '', 'label': ['0']}", how are you such a hottie?,sajeeshnair
18570,"{'notes': '', 'label': ['0']}",  mmmmmmm,snoopmikey
18571,"{'notes': '', 'label': ['0']}", Where do you wish to live?,DANIFREAKSHOW
18572,"{'notes': '', 'label': ['0']}",  Nope i don't swear,TheBubbleGum
18573,"{'notes': '', 'label': ['0']}",  pictures pictures and more pictures,kezzibugx3
18574,"{'notes': '', 'label': ['0']}",  Yes already. haha,sophie_lou_13
18575,"{'notes': '', 'label': ['0']}", did timmy have fun?,triphoppa
18576,"{'notes': '', 'label': ['0']}",  my parents,Frau_B
18577,"{'notes': '', 'label': ['0']}", If heat rises  shouldn&;t hell be cold?,andyyp
18578,"{'notes': '', 'label': ['0']}", watss ur email.?,Tappy18
18579,"{'notes': '', 'label': ['0']}", who is this dumpster baby,Cheqs
18580,"{'notes': '', 'label': ['0']}",  what song? wtf haha,alyssalevy
18581,"{'notes': '', 'label': ['0']}", What is the first thing you notice in the opposite sex?,BeatrizLovato
18582,"{'notes': '', 'label': ['0']}",  Life(: haha!! umm idk thats hard!,jeenbag
18583,"{'notes': '', 'label': ['0']}", Do you like shopping for new clothes?,Tam_Tam89
18584,"{'notes': '', 'label': ['0']}", No. It&;s not Pryce,ryaatenriawaru
18585,"{'notes': '', 'label': ['0']}", Have you ever cried infront of alot of people?,mommie07
18586,"{'notes': '', 'label': ['0']}", Is @TruAce single!?,dradramama
18587,"{'notes': '', 'label': ['0']}", You accidentally eat some radioactive vegetables. They were good  and what&;s even cooler is that they endow you with the super-power of your choice! What&;s it gonna be?,itsJenniferRose
18588,"{'notes': '', 'label': ['0']}",  Hahahaha Crazy.,vikram_rao
18589,"{'notes': '', 'label': ['0']}",  yes.,awmj157
18590,"{'notes': '', 'label': ['0']}",  maybe,Kwalker157
18591,"{'notes': '', 'label': ['0']}", shira or frances?,katie_maie
18592,"{'notes': '', 'label': ['0']}", are you fat?,urno
18593,"{'notes': '', 'label': ['0']}", Have you ever watched someone get arrested?,lksoccer11nd
18594,"{'notes': '', 'label': ['0']}", say say say _________? finish the verse,SMilesThePoet
18595,"{'notes': '', 'label': ['0']}", Bra or Braless?,lilkdawg
18596,"{'notes': '', 'label': ['0']}",  hahhahah yeah you!,thatdude714
18597,"{'notes': '', 'label': ['0']}", What&;s the number one thing you want to achieve in your life?,staticxage
18598,"{'notes': '', 'label': ['0']}",  Ive thought about it. I really feel like I influence a lot of people in my life. SO I kind of know. But I would sure hope that it wouldn't be like I never existed? :/,halfmagic
18599,"{'notes': '', 'label': ['0']}",  nope,WTFJAY
18600,"{'notes': '', 'label': ['0']}", Would you rather own a luxury yacht or a private jet?,nikechik
18601,"{'notes': '', 'label': ['0']}", Why do you like Justin? You guys talk alot. And like really?,milan_m
18602,"{'notes': '', 'label': ['0']}", do you cuss?,Sc13ntist
18603,"{'notes': '', 'label': ['0']}",  Of course! :],AnthonyFloyd
18604,"{'notes': '', 'label': ['0']}",  haha ummm your welcome..?,eddietoohey
18605,"{'notes': '', 'label': ['0']}", How many phone numbers do you have memorized that you don&;t need to look up?:,oliviastener
18606,"{'notes': '', 'label': ['0']}", where in the World do you live ?? I am in Wyoming in the States,iamkingk0ng
18607,"{'notes': '', 'label': ['0']}", what is something that your mom doesnt know about you?,htlkevin
18608,"{'notes': '', 'label': ['0']}",  Not to my recollection. but funny you ask  because my brother just did that and busted our neighbors chair at my sisters grad party this past sunday. it was hilarious!!,gayko
18609,"{'notes': '', 'label': ['0']}",  yea,michaeljpatrick
18610,"{'notes': '', 'label': ['0']}",  Heck no.,bintasvea
18611,"{'notes': '', 'label': ['0']}",  yeah,mistersaxon
18612,"{'notes': '', 'label': ['0']}",  ya iGot yo request... Damn yew gotta lil ass behind yew,taco_rawr
18613,"{'notes': '', 'label': ['0']}", Sean Stouffer lol VVV lol jk naw it wasn&;t me,laylasdaddy
18614,"{'notes': '', 'label': ['0']}", Have you ever been French kissed by a dog?:,maynaseric
18615,"{'notes': '', 'label': ['0']}", 1. Are you fake? 2. Who&;s Cheyenne  Taylor  Tarren  Samantha  Jessica. 3. Do you live in Montana? Cheyenne is the real one. 4. She also has videos of her in school etc. Why is your pics in photobucket,BigMamaCass
18616,"{'notes': '', 'label': ['0']}",  I don't unless Im really mad then I cry.,belleabsente
18617,"{'notes': '', 'label': ['0']}",  no i am tabitha jai locascio  im pretty sure this cheyenne is a fake  so please send me a link so i can check it out  i have amyspace and a facebook.,kailashvasupati
18618,"{'notes': '', 'label': ['0']}",  i dont no lol =],That_Girl_Jenn
18619,"{'notes': '', 'label': ['0']}",  SARCASTIC. :],wookim
18620,"{'notes': '', 'label': ['0']}",  the office 100%,kieran_delaney
18621,"{'notes': '', 'label': ['0']}", Tabi you are so pretty :) just wanted to say that haha,cjemison8350
18622,"{'notes': '', 'label': ['0']}", Is your middle finger longer than your ring finger?,paterickschmede
18623,"{'notes': '', 'label': ['0']}", Do you own a striped sweater?,ErikaEvelyn
18624,"{'notes': '', 'label': ['0']}", Hmmm...i don&;t know. I want to. :D,easmart
18625,"{'notes': '', 'label': ['0']}", What would you like to hear more about?,AnnieDukeNStuff
18626,"{'notes': '', 'label': ['0']}", do you think the jonas brothers are a bunch of faggots? if so your now my best freind :),BellaKendra
18627,"{'notes': '', 'label': ['0']}", Best thing that happened to you this summer? :],landrieloves
18628,"{'notes': '', 'label': ['0']}", What&;s something random that you&;re currently loving?,apefacex
18629,"{'notes': '', 'label': ['0']}", a c t u a l l y;;i DO want himm<33 [: so you can hush that! [:,heidi_beckett
18630,"{'notes': '', 'label': ['0']}",  doodle in a box ahaha what a great song.....,ashleymiranda1
18631,"{'notes': '', 'label': ['0']}",  currently the hangover  superbad  forgetting sarah marshall  how to train your dragon  and a few more that i cant remember lol,ameym21
18632,"{'notes': '', 'label': ['0']}", If you could go on vacation for the next month with an unlimited budget  where would you go?,jackbarakat
18633,"{'notes': '', 'label': ['0']}", how many people do you know with your first name?,Choo7030
18634,"{'notes': '', 'label': ['0']}", Who&;s better?  Superman or Spiderman?,EmmyHildy
18635,"{'notes': '', 'label': ['0']}", WHUUT HAPPENEDD??,nymaniak
18636,"{'notes': '', 'label': ['0']}", do you go to church regularly?,ashrichards93
18637,"{'notes': '', 'label': ['0']}", Favorite video game?,nezzle
18638,"{'notes': '', 'label': ['0']}", Have you broken any bones?  If so  how?,SWMcCartney
18639,"{'notes': '', 'label': ['0']}", Have you ever dreamed something then it came true?,visaboi9587
18640,"{'notes': '', 'label': ['0']}", iLove your nose ring!,alyyyLOVE
18641,"{'notes': '', 'label': ['0']}",  APRIL,LikeSunday
18642,"{'notes': '', 'label': ['0']}", If a king is gay and marries another guy what is that guy to the royal family?,Shortyluv254
18643,"{'notes': '', 'label': ['0']}", tell me something about.. SNOW :],ashley_durham
18644,"{'notes': '', 'label': ['0']}", I wanna play spin the bottle lol Have you played it? When was the last time? Mine was when i was 20 :),Jantafrench
18645,"{'notes': '', 'label': ['0']}", Are you the type who is in a new relationship every week?r,anaxxx04
18646,"{'notes': '', 'label': ['0']}", where you from??,goddord
18647,"{'notes': '', 'label': ['0']}",  eagle,Britt_Uh_Knee
18648,"{'notes': '', 'label': ['0']}",  do they die after a week :(,mjpterodactyls
18649,"{'notes': '', 'label': ['0']}", Do yuh have any stalkers?,taylorbeckett
18650,"{'notes': '', 'label': ['0']}", Would you rather have the ability to fly  or the ability to breathe underwater?,viannavalentina
18651,"{'notes': '', 'label': ['0']}", If you could ask God any one question  what would it be?,HimynameisED
18652,"{'notes': '', 'label': ['0']}", do u have a cool anagram for your name,planetJoseph
18653,"{'notes': '', 'label': ['0']}", What do you think of the papparazzi?,chanikin
18654,"{'notes': '', 'label': ['0']}", lolss damn,sunshine930
18655,"{'notes': '', 'label': ['0']}",  the perks of being human i persume.,mohdabdurraafay
18656,"{'notes': '', 'label': ['0']}", tabi! you&;re hittin&; on my bestttt friend! WTF. whooo cares  i love you. :),hbrianne
18657,"{'notes': '', 'label': ['0']}", Even if Tabitha was fake  she wouldn&;t hurt anyone! She can&;t even yell at me or control me. She&;s too sweet&amp;nice! And people love her for personality. However she has both<3 I love you tabilicious<3,lovelylivxo
18658,"{'notes': '', 'label': ['0']}",  Uhh..i answered this i think  My Dad :) haha,kneequay
18659,"{'notes': '', 'label': ['0']}", What are you getting for Xmas :D,amoyal
18660,"{'notes': '', 'label': ['0']}", my sis is naked,alexvallarta
18661,"{'notes': '', 'label': ['0']}", Favorite nickname somebody gave you?,kmeow
18662,"{'notes': '', 'label': ['0']}", Do you know I took my backround picture?(:,so_called_sweet
18663,"{'notes': '', 'label': ['0']}",  h2o. snapple raspberry white tea. oj-homestyle with all the juicey bits,AndyNamo
18664,"{'notes': '', 'label': ['0']}",  yes......cut my self with a knife (accidentally)...cut myself on the rabbits cage and fell off a chair haha and then i have a random one on my arm and i have either a scar or a dint in my forehead :/,warm_milk
18665,"{'notes': '', 'label': ['0']}",  usually during the week everyday. but on the weekends Im with timmy so not too often ;),Going_Going_Jon
18666,"{'notes': '', 'label': ['0']}",  vacations.,Danielle3
18667,"{'notes': '', 'label': ['0']}",  yes.,vioviola
18668,"{'notes': '', 'label': ['0']}",  not standing up for herself.,juicybaby_21
18669,"{'notes': '', 'label': ['0']}",  Hahaha. Strange!:S,em_gee
18670,"{'notes': '', 'label': ['0']}", What was name of your first pet and why did you give it that name.,SpitfireJon
18671,"{'notes': '', 'label': ['0']}", are you dateing a &;&;jaybee alxeander?&;&;,tifflovesacm
18672,"{'notes': '', 'label': ['0']}", Where Were You Born? Did You Also Grow Up There?,sexcupid
18673,"{'notes': '', 'label': ['0']}", your parents tell you that you need to change your name into any animal name that you want.. what would be your name?,swayshay
18674,"{'notes': '', 'label': ['0']}",  i know,Vytal
18675,"{'notes': '', 'label': ['0']}",  thanks lady. :],Trevor_N
18676,"{'notes': '', 'label': ['0']}", do u wana be justins gf?,katwar318
18677,"{'notes': '', 'label': ['0']}",  I gotcha :D,lish_bsbfan
18678,"{'notes': '', 'label': ['0']}",  umm idk haha theres a lot of them that i say alot lol.,Sunshineyness
18679,"{'notes': '', 'label': ['0']}", Do you have a T.V. in your bedroom?,lovely_elfie
18680,"{'notes': '', 'label': ['0']}",  My grandmother. It's pathetic really.,mslujan
18681,"{'notes': '', 'label': ['0']}", iguess,jamiekim2
18682,"{'notes': '', 'label': ['0']}",  a kids cereal. :],KaylaaJane_
18683,"{'notes': '', 'label': ['0']}",  nahhh.,AvonteNikole
18684,"{'notes': '', 'label': ['0']}", What is your height in ft/in  centimeters or whatever standard of measure you like :],laurenalli
18685,"{'notes': '', 'label': ['0']}", Do words really hurt you?,Heather_LB
18686,"{'notes': '', 'label': ['0']}",  Only if i've had a bad day.,Moist
18687,"{'notes': '', 'label': ['0']}",  Lmao!! kk lemme get my ass off this toliet seat then ill check!! Mwahah!! jk,ChiefJP
18688,"{'notes': '', 'label': ['0']}",  i miss you !(: lolz,heartbomb
18689,"{'notes': '', 'label': ['0']}", which do you think is stronger: love or happiness?,starlingpoet
18690,"{'notes': '', 'label': ['0']}",  Get dressed! haha and then grab one of the three or four things i said and beat the living crap out of them haha,firewontquell
18691,"{'notes': '', 'label': ['0']}", what do you like in &;YOU&;?,benjamintelfer
18692,"{'notes': '', 'label': ['0']}", Does being yelled at bother you? Do you yell back?,courtneekarma
18693,"{'notes': '', 'label': ['0']}",  I do not judge gyrls im not bi or a lezzboo!! K thanks',couurt
18694,"{'notes': '', 'label': ['0']}", Have you ever thought about how life actually started?,eauxrobehv
18695,"{'notes': '', 'label': ['0']}", Would you rather work at a large company or a small one?,MrMadsen
18696,"{'notes': '', 'label': ['0']}", *POOF* Your in prison... Why are you there?,MuseChick
18697,"{'notes': '', 'label': ['0']}",  yes.,WalkBoy
18698,"{'notes': '', 'label': ['0']}",  Well that wasn't fair because I was eating while reading this question  so when I closed my eyes... I just thought about how awesome this sandwiche is tasting hahahaha yum. :),akfirefighter
18699,"{'notes': '', 'label': ['0']}", What time do you have to wake up tomorrow?,Misfit1387
18700,"{'notes': '', 'label': ['0']}", :O lol no freaking way! btw  i didnt ask that :D,rotub
18701,"{'notes': '', 'label': ['0']}",  huh?,shoolay
18702,"{'notes': '', 'label': ['0']}", Have you ever found a really great place that you kept kind of secret so only you can enjoy it?,theresaxo
18703,"{'notes': '', 'label': ['0']}", Would you rather die a hero and fighting for someone you love but having to be in pain  or die peacefully and painless?,JuliettaTschudi
18704,"{'notes': '', 'label': ['0']}", When did you last attend a party?,Hean_dog
18705,"{'notes': '', 'label': ['0']}", &quot;hey angel  you duh sexy&quot;,aBLaCkfOfaNa
18706,"{'notes': '', 'label': ['0']}", Single or taken?,firewontquell
18707,"{'notes': '', 'label': ['0']}", You have pretty eyes,ensredshirt
18708,"{'notes': '', 'label': ['0']}",  haha read my previous message :),DViz
18709,"{'notes': '', 'label': ['0']}",  I snore sometimes so im told . and nahh i lay pretty still when it comes to sleep. I sleep like a log. ha,all_names_taken
18710,"{'notes': '', 'label': ['0']}",  only two.,Johnnywiggla
18711,"{'notes': '', 'label': ['0']}",  probably,prcssngrl
18712,"{'notes': '', 'label': ['0']}", If you could  would you kiss the last person you texted? Is this person just a friend or something more? Do you like it that way?,lc1989
18713,"{'notes': '', 'label': ['0']}", GUYS- What do you hate most about girls?  GIRLS- What do you hate most about guys?,nattybug
18714,"{'notes': '', 'label': ['0']}", Do you own any band tu2013shirts?,teganwilliams
18715,"{'notes': '', 'label': ['0']}",  Depends on if I were in the country and who I was with.. But i'd say figure if it had anyone it belonged to and if not spend it! ;),doreenanne
18716,"{'notes': '', 'label': ['0']}", If your house was on fire and you could only grab three things  what would they be?,georgewpb
18717,"{'notes': '', 'label': ['0']}", What&;s your earliest memory?,gaaaaaaby
18718,"{'notes': '', 'label': ['0']}", What does sex smell like? My bro said like pussy lol,sidhecreations
18719,"{'notes': '', 'label': ['0']}",  aaron carter  bayside  secondhand serenade  hoping for haley  and carrie underwood,careybeary12
18720,"{'notes': '', 'label': ['0']}", Have you ever cried from being so mad?,chaibabachai
18721,"{'notes': '', 'label': ['0']}",  in the shower,CathBx
18722,"{'notes': '', 'label': ['0']}",  I can sleep in anything when im really tired lol,xsunshiine
18723,"{'notes': '', 'label': ['0']}",  Hmm..a new person that likes to talk and is intersting. least like....a creepy stalker dude.,jaayybebe
18724,"{'notes': '', 'label': ['0']}",  I appreciate the help ;))),mollyloretta
18725,"{'notes': '', 'label': ['0']}",  Hmmm depends. sometimes I get bombarded with questions but here lately since ive gotten on everyday its like 15-20. haha enough i suppose :),BudweiserBeers
18726,"{'notes': '', 'label': ['0']}", What is the first thing you think of when you see a cow?,DeannaLP
18727,"{'notes': '', 'label': ['0']}",  met personally um Andy Clemmensen unless u count Santa hes pretty famous or the guy that helped train the animals from babe the pig or something like that ur pick. lol,grainspirit
18728,"{'notes': '', 'label': ['0']}",  my mommy(:,Khaisuperboii93
18729,"{'notes': '', 'label': ['0']}",  ight well its kinda hard...idk well mi lil boo  mi boo  and mi ex.,katewilson5
18730,"{'notes': '', 'label': ['0']}", Do you get nervous before doctor appointments?,fakerpattz
18731,"{'notes': '', 'label': ['0']}", When was the last time you slept on the floor?,rocklobstar
18732,"{'notes': '', 'label': ['0']}",  Not fist fight. But a serious fight  yes. haven't we all? ha,mikeanstey
18733,"{'notes': '', 'label': ['0']}", Why you confused?,judithmcn
18734,"{'notes': '', 'label': ['0']}",  know whats going on because then it was MY CHOICE to be hurt.,piginthepoke
18735,"{'notes': '', 'label': ['0']}", Has you ever drawn on a drunk person?,volvere
18736,"{'notes': '', 'label': ['0']}", you would know if youd answer ur phone!!!,JamesPatronNL
18737,"{'notes': '', 'label': ['0']}",  Idk really. I never get hate on here?! :/,chavezPA
18738,"{'notes': '', 'label': ['0']}", How long does it take you to get ready in the morning?,CiaraGlasheen
18739,"{'notes': '', 'label': ['0']}",  Like another language..i know some :),stephtara
18740,"{'notes': '', 'label': ['0']}",  Hhahahahaah ohh noo problem mamas! ahah me2 im soo exhaustedd *yawn* *ywan* LMAO!,prinzessiiin
18741,"{'notes': '', 'label': ['0']}", Where are ya From??=),nodecaf
18742,"{'notes': '', 'label': ['0']}",  yes. like most websites i think people are addicted to having something to do :),Akula
18743,"{'notes': '', 'label': ['0']}", My pu$$zzy !z +hrobb!nq fo yo d!ck t@ q0 !n d@+ $h!+,saaami
18744,"{'notes': '', 'label': ['0']}",  Call of duty Modern Warfare 2(:,Mentality_
18745,"{'notes': '', 'label': ['0']}",  lol wen iFirst made diz ish yew was lyke hi so im juz asking who diz?,definatalie
18746,"{'notes': '', 'label': ['0']}", Is quizzes are quizzical what are tests?,moye
18747,"{'notes': '', 'label': ['0']}",  yes walks to raise money for cancer patients and I volunteer for adopt a highway! Gotta care about our mother earth :),LaurenMarieV
18748,"{'notes': '', 'label': ['0']}",  shutter island,kkartic
18749,"{'notes': '', 'label': ['0']}",  I dont think so :/,Darvon1982
18750,"{'notes': '', 'label': ['0']}", oh dhatss watss up,deathriot
18751,"{'notes': '', 'label': ['0']}",  YEsH hahahahaha wouldn't you??,bookslove
18752,"{'notes': '', 'label': ['0']}",  oh sorry it was jack  im not use to hime actually talking to me like im a human.,kittybumpers
18753,"{'notes': '', 'label': ['0']}", u probally wouldnt fuck the others cause everyone loves shaun...... meh i dont.. but i think hes pretty cool tho :P,pzembashis
18754,"{'notes': '', 'label': ['0']}",  sonic,Kimbers131
18755,"{'notes': '', 'label': ['0']}",  Don't make plans.,anesthezea
18756,"{'notes': '', 'label': ['0']}", What was the craziest dream you ever had about?,chocolate_dip
18757,"{'notes': '', 'label': ['0']}",  Ohhh okay. I'll have to check it out then.,tiffanieee
18758,"{'notes': '', 'label': ['0']}",  tasha. instead of Tosha :),iceisawesome
18759,"{'notes': '', 'label': ['0']}",  Dirt.,rachmagic
18760,"{'notes': '', 'label': ['0']}",  Camping!! :],graceelee
18761,"{'notes': '', 'label': ['0']}",  yep,thousand_miles
18762,"{'notes': '', 'label': ['0']}",  vomit.,heartbomb
18763,"{'notes': '', 'label': ['0']}",  I know but i knew you would'nt be able to resist the urge to finish it :)),hippiekat
18764,"{'notes': '', 'label': ['0']}", Didnt i give you my myspace ?,EstelleDarlings
18765,"{'notes': '', 'label': ['0']}",  not really,aS_Umi
18766,"{'notes': '', 'label': ['0']}", Camping with a ton of friends or hotel with a few friends?,afagan92
18767,"{'notes': '', 'label': ['0']}",  a week ago,ciaran_j
18768,"{'notes': '', 'label': ['0']}",  hahah your welcome.,sistercarrion
18769,"{'notes': '', 'label': ['0']}",  hahaha thanksssss kinnn,Luis956
18770,"{'notes': '', 'label': ['0']}", I am off here for a bit. Gotta hang out w. Xentury. <3 Leave me things. Thank you.,TheVaultDweller
18771,"{'notes': '', 'label': ['0']}", i would rape you..............this is kaylanot pheobe,wlitbl77
18772,"{'notes': '', 'label': ['0']}", Any thoughts of Justin?,gabibarcellos
18773,"{'notes': '', 'label': ['0']}", what is your favorite thing to do on the weekends,blessyoursoul
18774,"{'notes': '', 'label': ['0']}",  ummmm the begging of this year coz i had kayla in my class lol =] but there was nice ppl in my new now old class ha.,An6elbabii
18775,"{'notes': '', 'label': ['0']}",  people.,Linzi08
18776,"{'notes': '', 'label': ['0']}", how often do you go to spa?,noisydogstudio
18777,"{'notes': '', 'label': ['0']}",  polly prince on a Along Came Polly.,Boog1969
18778,"{'notes': '', 'label': ['0']}",  Nahhh not worth the blahhh bullcrap.,Marrona
18779,"{'notes': '', 'label': ['0']}",  they matter but they aren't the decision.,triphoppa
18780,"{'notes': '', 'label': ['0']}",  about 900 lol i havent been on for a hot second,kirstieelee
18781,"{'notes': '', 'label': ['0']}",  either a family member or one of my guy friends that would come and protect me :D,Stjarna1
18782,"{'notes': '', 'label': ['0']}",  Nahh unless i wanted to talk to someone taken from me unexpectedly.,toughcity
18783,"{'notes': '', 'label': ['0']}",  uhm (:,uberlou
18784,"{'notes': '', 'label': ['0']}", If you could wake up as anyone tomorrow  who would it be?,__shorty__
18785,"{'notes': '', 'label': ['0']}",  To live....Pluto still. It'd be like living in alaska haha,thegleaming
18786,"{'notes': '', 'label': ['0']}",  on what? thanks (:,KellzMelis
18787,"{'notes': '', 'label': ['0']}",  nahhhh. you cant help your lungs are only as strong as god made them,Dehara
18788,"{'notes': '', 'label': ['0']}", Your so pretttyyy. :),helenathompson
18789,"{'notes': '', 'label': ['0']}",  ew i hate twilight,Dudge_da_Newf
18790,"{'notes': '', 'label': ['0']}", favorite band,QukidAhdiktion
18791,"{'notes': '', 'label': ['0']}",  a magazine,euclidg
18792,"{'notes': '', 'label': ['0']}", haahar do u love taelin?,xdiegox138
18793,"{'notes': '', 'label': ['0']}",  30 mins tops,princesstimetoy
18794,"{'notes': '', 'label': ['0']}", I was juuust saying hi :),napattacks
18795,"{'notes': '', 'label': ['0']}", pretty gurrrl(:,itsjustinnn
18796,"{'notes': '', 'label': ['0']}",  do iKno iKan go check out mi musik n listen to it bxtch lmao... myspace.com/pokemonboyz7,benschwarz
18797,"{'notes': '', 'label': ['0']}",  Yes. Hmmm the little asian dude that has all the gadgets and thinks he can fix everything with his smarts and thoughts :) haha,ZhuhaiNights
18798,"{'notes': '', 'label': ['0']}", Do they bury people with their braces on?,iAzeem
18799,"{'notes': '', 'label': ['0']}",  No and btw if this is the person i think it is please stop tlking to me lol =],gellzbellz
18800,"{'notes': '', 'label': ['0']}",  yes lots.,therocco
18801,"{'notes': '', 'label': ['0']}", What&;s your favourite comedy on the tv?,staticxage
18802,"{'notes': '', 'label': ['0']}", Do you think Christmas is stressful?,boilerfan_98
18803,"{'notes': '', 'label': ['0']}",  haha good me eitherrrrrr.,OwenPurkis
18804,"{'notes': '', 'label': ['0']}", Hello?,photokitty
18805,"{'notes': '', 'label': ['0']}",  spanish,meganthinks
18806,"{'notes': '', 'label': ['0']}", Do you like Dina?,nicole_castillo
18807,"{'notes': '', 'label': ['0']}",  To never sin bhut will NEVER happen! See im already sinning  Never say never!,MohamedRefaat
18808,"{'notes': '', 'label': ['0']}", Who were the last people you ate with?,DoctorLogic10
18809,"{'notes': '', 'label': ['0']}",  Me&amp;God eatin Chicken wings on His throne <3 ahaha,S_Loves_Prince
18810,"{'notes': '', 'label': ['0']}",  American korean. So like half korean &amp; half whitee :] But im so the whitest korean  girl you'll ever talk to.,geekigirl
18811,"{'notes': '', 'label': ['0']}", What would be the first three words you would teach a parrot  if you had one?,markrigby
18812,"{'notes': '', 'label': ['0']}", Since you asked me so many questions I figured I&;d ask you one...Favorite song  favorite movie  favorite place to visit,holly_86
18813,"{'notes': '', 'label': ['0']}", yay ur divorce!,petsalamander
18814,"{'notes': '', 'label': ['0']}",  good im glad he does  id be sad if my husband didnt like me  we would have to get a divorce.r i'd be sad if any of my friends didnt like me.,xagentzero
18815,"{'notes': '', 'label': ['0']}", What does PU stand for (as in &quot;PU  that stinks!&quot;)?,yyusuff
18816,"{'notes': '', 'label': ['0']}", hahah okey dokey!..sweet thang(;,bridgetbeaver
18817,"{'notes': '', 'label': ['0']}",  Tell me about yourself :),FoxFitness
18818,"{'notes': '', 'label': ['0']}", Do you regularly watch the news?,wahliaodotcom
18819,"{'notes': '', 'label': ['0']}", Yooooo mate   RinnaLovesJB here. heyhey  ask me anything ! (:,matt_hero
18820,"{'notes': '', 'label': ['0']}", Do you ever think of crazy things in you&;re head that probably wont happen?,vanNESSave
18821,"{'notes': '', 'label': ['0']}", Do you have any favorite YouTube star?,onlinedaksh
18822,"{'notes': '', 'label': ['0']}",  yes,AvonteNikole
18823,"{'notes': '', 'label': ['0']}", what&;s yer bra sizee haha?,decryption
18824,"{'notes': '', 'label': ['0']}", pssh i dont know what that person is talking about  you seem awesome to me!,AttackNat
18825,"{'notes': '', 'label': ['0']}", How did the first women ever to shave their legs know that the skin wouldn&apos;t just peel right off?,katrinayellow
18826,"{'notes': '', 'label': ['0']}",  yes :],mayank
18827,"{'notes': '', 'label': ['0']}", does your bedroom door have a lock on it?,soulembark
18828,"{'notes': '', 'label': ['0']}",  wtf bxtch clea it iNeva ben ta hiz house,I_LOVE_MCFLY
18829,"{'notes': '', 'label': ['0']}", no matter how hard i try  i cant seem to get my mind off of you :/ please text meh.,SLicK_14
18830,"{'notes': '', 'label': ['0']}", Snow White or Ariel?,maxymedia
18831,"{'notes': '', 'label': ['0']}", teehee du yuu luh mee?!?!<3,fletcherxx
18832,"{'notes': '', 'label': ['0']}", Thats all i can think of right now >.< Gimme ideas &amp; I will ask more stuff :] <33333,DazzlesPR
18833,"{'notes': '', 'label': ['0']}", Do you wear a watch?,hamburgl3r
